date,APR La Peña >> Pozo Dren >> Volumen Pozo Dren 2(9282),APR La Peña >> Estanque 2 >> Volumen de Salida(9451),APR La Peña >> Pozo 3 >> Volumen Pozo 3(9337),APR La Peña >> Pozo 4 >> Volumen Pozo 4(20626)
2020-12-06 17:27:23-03:00,,3422.0,,
2020-12-06 17:30:32-03:00,,,80479.0,
2020-12-06 17:31:20-03:00,,3422.0,,
2020-12-06 17:31:52-03:00,21232.0,,,
2020-12-06 17:31:55-03:00,21232.0,,,
2020-12-06 17:32:24-03:00,,3422.0,,
2020-12-06 17:35:32-03:00,,,80481.0,
2020-12-06 17:35:33-03:00,,,80481.0,
2020-12-06 17:35:53-03:00,,3422.0,,
2020-12-06 17:36:52-03:00,21232.0,,,
2020-12-06 17:36:55-03:00,21232.0,,,
2020-12-06 17:37:24-03:00,,3422.0,,
2020-12-06 17:40:32-03:00,,,80482.0,
2020-12-06 17:40:33-03:00,,,80482.0,
2020-12-06 17:40:53-03:00,,3423.0,,
2020-12-06 17:41:52-03:00,21232.0,,,
2020-12-06 17:41:56-03:00,21232.0,,,
2020-12-06 17:42:24-03:00,,3423.0,,
2020-12-06 17:45:32-03:00,,,80483.0,
2020-12-06 17:45:33-03:00,,,80483.0,
2020-12-06 17:45:53-03:00,,3423.0,,
2020-12-06 17:46:53-03:00,21232.0,,,
2020-12-06 17:46:56-03:00,21232.0,,,
2020-12-06 17:47:24-03:00,,3423.0,,
2020-12-06 17:50:33-03:00,,,80484.0,
2020-12-06 17:50:34-03:00,,,80484.0,
2020-12-06 17:50:54-03:00,,3423.0,,
2020-12-06 17:51:53-03:00,21232.0,,,
2020-12-06 17:51:56-03:00,21232.0,,,
2020-12-06 17:52:25-03:00,,3423.0,,
2020-12-06 17:55:33-03:00,,,80485.0,
2020-12-06 17:55:34-03:00,,,80485.0,
2020-12-06 17:55:54-03:00,,3423.0,,
2020-12-06 17:56:53-03:00,21232.0,,,
2020-12-06 17:56:56-03:00,21232.0,,,
2020-12-06 17:57:25-03:00,,3423.0,,
2020-12-06 18:00:33-03:00,,,80486.0,
2020-12-06 18:00:34-03:00,,,80486.0,
2020-12-06 18:00:54-03:00,,3423.0,,
2020-12-06 18:01:53-03:00,21232.0,,,
2020-12-06 18:01:57-03:00,21232.0,,,
2020-12-06 18:02:19-03:00,,3423.0,,
2020-12-06 18:05:34-03:00,,,80487.0,
2020-12-06 18:05:54-03:00,,3423.0,,
2020-12-06 18:06:54-03:00,21232.0,,,
2020-12-06 18:06:57-03:00,21232.0,,,
2020-12-06 18:07:20-03:00,,3423.0,,
2020-12-06 18:10:34-03:00,,,80489.0,
2020-12-06 18:10:35-03:00,,,80489.0,
2020-12-06 18:10:55-03:00,,3423.0,,
2020-12-06 18:11:54-03:00,21232.0,,,
2020-12-06 18:11:57-03:00,21232.0,,,
2020-12-06 18:12:20-03:00,,3423.0,,
2020-12-06 18:15:34-03:00,,,80490.0,
2020-12-06 18:15:35-03:00,,,80490.0,
2020-12-06 18:15:55-03:00,,3423.0,,
2020-12-06 18:17:00-03:00,21232.0,,,
2020-12-06 18:17:03-03:00,21232.0,,,
2020-12-06 18:17:20-03:00,,3423.0,,
2020-12-06 18:20:35-03:00,,,80491.0,
2020-12-06 18:20:55-03:00,,3423.0,,
2020-12-06 18:21:55-03:00,21232.0,,,
2020-12-06 18:21:58-03:00,21232.0,,,
2020-12-06 18:22:20-03:00,,3423.0,,
2020-12-06 18:25:35-03:00,,,80492.0,
2020-12-06 18:25:36-03:00,,,80492.0,
2020-12-06 18:25:56-03:00,,3423.0,,
2020-12-06 18:26:55-03:00,21232.0,,,
2020-12-06 18:26:58-03:00,21232.0,,,
2020-12-06 18:27:21-03:00,,3423.0,,
2020-12-06 18:30:35-03:00,,,80493.0,
2020-12-06 18:30:36-03:00,,,80493.0,
2020-12-06 18:30:56-03:00,,3423.0,,
2020-12-06 18:31:55-03:00,21232.0,,,
2020-12-06 18:31:59-03:00,21232.0,,,
2020-12-06 18:32:28-03:00,,3423.0,,
2020-12-06 18:35:35-03:00,,,80494.0,
2020-12-06 18:35:36-03:00,,,80494.0,
2020-12-06 18:35:56-03:00,,3423.0,,
2020-12-06 18:36:56-03:00,21232.0,,,
2020-12-06 18:36:59-03:00,21232.0,,,
2020-12-06 18:37:29-03:00,,3423.0,,
2020-12-06 18:40:36-03:00,,,80496.0,
2020-12-06 18:40:37-03:00,,,80496.0,
2020-12-06 18:40:57-03:00,,3423.0,,
2020-12-06 18:41:56-03:00,21232.0,,,
2020-12-06 18:41:59-03:00,21232.0,,,
2020-12-06 18:42:29-03:00,,3423.0,,
2020-12-06 18:45:36-03:00,,,80497.0,
2020-12-06 18:45:37-03:00,,,80497.0,
2020-12-06 18:45:57-03:00,,3423.0,,
2020-12-06 18:46:56-03:00,21232.0,,,
2020-12-06 18:46:59-03:00,21232.0,,,
2020-12-06 18:47:29-03:00,,3423.0,,
2020-12-06 18:50:36-03:00,,,80498.0,
2020-12-06 18:50:37-03:00,,,80498.0,
2020-12-06 18:50:57-03:00,,3423.0,,
2020-12-06 18:51:56-03:00,21232.0,,,
2020-12-06 18:52:00-03:00,21232.0,,,
2020-12-06 18:52:30-03:00,,3423.0,,
2020-12-06 18:55:37-03:00,,,80499.0,
2020-12-06 18:55:58-03:00,,3423.0,,
2020-12-06 18:56:57-03:00,21232.0,,,
2020-12-06 18:57:00-03:00,21232.0,,,
2020-12-06 18:57:30-03:00,,3423.0,,
2020-12-06 19:00:37-03:00,,,80500.0,
2020-12-06 19:00:38-03:00,,,80500.0,
2020-12-06 19:00:58-03:00,,3423.0,,
2020-12-06 19:01:57-03:00,21232.0,,,
2020-12-06 19:02:01-03:00,21232.0,,,
2020-12-06 19:02:30-03:00,,3423.0,,
2020-12-06 19:05:37-03:00,,,80501.0,
2020-12-06 19:05:38-03:00,,,80501.0,
2020-12-06 19:05:58-03:00,,3423.0,,
2020-12-06 19:06:57-03:00,21232.0,,,
2020-12-06 19:07:01-03:00,21232.0,,,
2020-12-06 19:07:31-03:00,,3423.0,,
2020-12-06 19:10:38-03:00,,,80502.0,
2020-12-06 19:10:54-03:00,,3423.0,,
2020-12-06 19:11:58-03:00,21232.0,,,
2020-12-06 19:12:01-03:00,21232.0,,,
2020-12-06 19:12:31-03:00,,3423.0,,
2020-12-06 19:15:38-03:00,,,80504.0,
2020-12-06 19:15:39-03:00,,,80504.0,
2020-12-06 19:15:54-03:00,,3423.0,,
2020-12-06 19:16:58-03:00,21232.0,,,
2020-12-06 19:17:01-03:00,21232.0,,,
2020-12-06 19:17:31-03:00,,3423.0,,
2020-12-06 19:20:38-03:00,,,80505.0,
2020-12-06 19:20:39-03:00,,,80505.0,
2020-12-06 19:20:54-03:00,,3423.0,,
2020-12-06 19:21:58-03:00,21232.0,,,
2020-12-06 19:22:02-03:00,21232.0,,,
2020-12-06 19:22:31-03:00,,3423.0,,
2020-12-06 19:25:39-03:00,,,80506.0,
2020-12-06 19:25:55-03:00,,3423.0,,
2020-12-06 19:26:59-03:00,21232.0,,,
2020-12-06 19:27:02-03:00,21232.0,,,
2020-12-06 19:27:32-03:00,,3423.0,,
2020-12-06 19:30:39-03:00,,,80507.0,
2020-12-06 19:30:40-03:00,,,80507.0,
2020-12-06 19:30:55-03:00,,3423.0,,
2020-12-06 19:31:59-03:00,21232.0,,,
2020-12-06 19:32:02-03:00,21232.0,,,
2020-12-06 19:32:32-03:00,,3423.0,,
2020-12-06 19:35:39-03:00,,,80508.0,
2020-12-06 19:35:40-03:00,,,80508.0,
2020-12-06 19:35:55-03:00,,3423.0,,
2020-12-06 19:36:59-03:00,21232.0,,,
2020-12-06 19:37:03-03:00,21232.0,,,
2020-12-06 19:37:32-03:00,,3423.0,,
2020-12-06 19:40:39-03:00,,,80509.0,
2020-12-06 19:40:40-03:00,,,80509.0,
2020-12-06 19:40:56-03:00,,3423.0,,
2020-12-06 19:42:00-03:00,21232.0,,,
2020-12-06 19:42:03-03:00,21232.0,,,
2020-12-06 19:42:32-03:00,,3423.0,,
2020-12-06 19:45:40-03:00,,,80510.0,
2020-12-06 19:45:41-03:00,,,80510.0,
2020-12-06 19:45:56-03:00,,3423.0,,
2020-12-06 19:47:00-03:00,21232.0,,,
2020-12-06 19:47:03-03:00,21232.0,,,
2020-12-06 19:47:33-03:00,,3423.0,,
2020-12-06 19:50:40-03:00,,,80512.0,
2020-12-06 19:50:41-03:00,,,80512.0,
2020-12-06 19:50:56-03:00,,3423.0,,
2020-12-06 19:52:00-03:00,21232.0,,,
2020-12-06 19:52:03-03:00,21232.0,,,
2020-12-06 19:52:33-03:00,,3423.0,,
2020-12-06 19:55:40-03:00,,,80513.0,
2020-12-06 19:55:41-03:00,,,80513.0,
2020-12-06 19:55:57-03:00,,3423.0,,
2020-12-06 19:57:00-03:00,21232.0,,,
2020-12-06 19:57:04-03:00,21232.0,,,
2020-12-06 19:57:33-03:00,,3423.0,,
2020-12-06 20:00:41-03:00,,,80514.0,
2020-12-06 20:00:57-03:00,,3423.0,,
2020-12-06 20:02:01-03:00,21232.0,,,
2020-12-06 20:02:04-03:00,21232.0,,,
2020-12-06 20:02:34-03:00,,3423.0,,
2020-12-06 20:05:41-03:00,,,80515.0,
2020-12-06 20:05:42-03:00,,,80515.0,
2020-12-06 20:05:57-03:00,,3423.0,,
2020-12-06 20:07:01-03:00,21232.0,,,
2020-12-06 20:07:04-03:00,21232.0,,,
2020-12-06 20:07:34-03:00,,3423.0,,
2020-12-06 20:10:41-03:00,,,80516.0,
2020-12-06 20:10:42-03:00,,,80516.0,
2020-12-06 20:10:57-03:00,,3424.0,,
2020-12-06 20:12:01-03:00,21232.0,,,
2020-12-06 20:12:05-03:00,21232.0,,,
2020-12-06 20:12:34-03:00,,3424.0,,
2020-12-06 20:15:42-03:00,,,80517.0,
2020-12-06 20:15:58-03:00,,3424.0,,
2020-12-06 20:17:02-03:00,21232.0,,,
2020-12-06 20:17:05-03:00,21232.0,,,
2020-12-06 20:17:35-03:00,,3424.0,,
2020-12-06 20:20:42-03:00,,,80518.0,
2020-12-06 20:20:43-03:00,,,80518.0,
2020-12-06 20:20:58-03:00,,3424.0,,
2020-12-06 20:22:02-03:00,21232.0,,,
2020-12-06 20:22:05-03:00,21232.0,,,
2020-12-06 20:22:35-03:00,,3424.0,,
2020-12-06 20:25:42-03:00,,,80520.0,
2020-12-06 20:25:43-03:00,,,80520.0,
2020-12-06 20:25:58-03:00,,3424.0,,
2020-12-06 20:27:02-03:00,21232.0,,,
2020-12-06 20:27:06-03:00,21232.0,,,
2020-12-06 20:27:35-03:00,,3424.0,,
2020-12-06 20:30:43-03:00,,,80521.0,
2020-12-06 20:31:16-03:00,,3424.0,,
2020-12-06 20:32:06-03:00,21232.0,,,
2020-12-06 20:32:36-03:00,,3424.0,,
2020-12-06 20:35:43-03:00,,,80522.0,
2020-12-06 20:35:44-03:00,,,80522.0,
2020-12-06 20:36:16-03:00,,3424.0,,
2020-12-06 20:37:01-03:00,21232.0,,,
2020-12-06 20:37:02-03:00,21232.0,,,
2020-12-06 20:37:36-03:00,,3424.0,,
2020-12-06 20:40:43-03:00,,,80523.0,
2020-12-06 20:40:44-03:00,,,80523.0,
2020-12-06 20:41:17-03:00,,3424.0,,
2020-12-06 20:42:01-03:00,21232.0,,,
2020-12-06 20:42:02-03:00,21232.0,,,
2020-12-06 20:42:39-03:00,,3424.0,,
2020-12-06 20:45:43-03:00,,,80524.0,
2020-12-06 20:45:44-03:00,,,80524.0,
2020-12-06 20:46:17-03:00,,3424.0,,
2020-12-06 20:47:01-03:00,21232.0,,,
2020-12-06 20:47:02-03:00,21232.0,,,
2020-12-06 20:47:39-03:00,,3424.0,,
2020-12-06 20:50:44-03:00,,,80525.0,
2020-12-06 20:50:45-03:00,,,80525.0,
2020-12-06 20:51:17-03:00,,3424.0,,
2020-12-06 20:52:02-03:00,21232.0,,,
2020-12-06 20:52:08-03:00,21232.0,,,
2020-12-06 20:52:39-03:00,,3424.0,,
2020-12-06 20:55:44-03:00,,,80527.0,
2020-12-06 20:55:45-03:00,,,80527.0,
2020-12-06 20:56:18-03:00,,3424.0,,
2020-12-06 20:57:02-03:00,21232.0,,,
2020-12-06 20:57:08-03:00,21232.0,,,
2020-12-06 20:57:39-03:00,,3424.0,,
2020-12-06 21:00:44-03:00,,,80528.0,
2020-12-06 21:00:45-03:00,,,80528.0,
2020-12-06 21:01:18-03:00,,3424.0,,
2020-12-06 21:02:02-03:00,21232.0,,,
2020-12-06 21:02:09-03:00,21232.0,,,
2020-12-06 21:02:42-03:00,,3424.0,,
2020-12-06 21:05:45-03:00,,,80529.0,
2020-12-06 21:06:18-03:00,,3424.0,,
2020-12-06 21:07:03-03:00,21232.0,,,
2020-12-06 21:07:09-03:00,21232.0,,,
2020-12-06 21:07:42-03:00,,3424.0,,
2020-12-06 21:10:45-03:00,,,80530.0,
2020-12-06 21:10:46-03:00,,,80530.0,
2020-12-06 21:11:18-03:00,,3424.0,,
2020-12-06 21:12:03-03:00,21232.0,,,
2020-12-06 21:12:09-03:00,21232.0,,,
2020-12-06 21:12:42-03:00,,3424.0,,
2020-12-06 21:15:45-03:00,,,80531.0,
2020-12-06 21:15:46-03:00,,,80531.0,
2020-12-06 21:16:12-03:00,,3424.0,,
2020-12-06 21:17:03-03:00,21232.0,,,
2020-12-06 21:17:09-03:00,21232.0,,,
2020-12-06 21:17:36-03:00,,3424.0,,
2020-12-06 21:20:46-03:00,,,80532.0,
2020-12-06 21:21:12-03:00,,3424.0,,
2020-12-06 21:22:04-03:00,21232.0,,,
2020-12-06 21:22:10-03:00,21232.0,,,
2020-12-06 21:22:37-03:00,,3424.0,,
2020-12-06 21:25:46-03:00,,,80533.0,
2020-12-06 21:25:47-03:00,,,80533.0,
2020-12-06 21:26:13-03:00,,3424.0,,
2020-12-06 21:27:04-03:00,21232.0,,,
2020-12-06 21:27:10-03:00,21232.0,,,
2020-12-06 21:27:37-03:00,,3424.0,,
2020-12-06 21:30:46-03:00,,,80535.0,
2020-12-06 21:30:47-03:00,,,80535.0,
2020-12-06 21:31:13-03:00,,3424.0,,
2020-12-06 21:32:04-03:00,21232.0,,,
2020-12-06 21:32:10-03:00,21232.0,,,
2020-12-06 21:32:37-03:00,,3424.0,,
2020-12-06 21:35:47-03:00,,,80536.0,
2020-12-06 21:36:13-03:00,,3424.0,,
2020-12-06 21:37:05-03:00,21232.0,,,
2020-12-06 21:37:11-03:00,21232.0,,,
2020-12-06 21:37:38-03:00,,3424.0,,
2020-12-06 21:40:47-03:00,,,80537.0,
2020-12-06 21:40:48-03:00,,,80537.0,
2020-12-06 21:41:14-03:00,,3424.0,,
2020-12-06 21:42:07-03:00,21232.0,,,
2020-12-06 21:42:09-03:00,21232.0,,,
2020-12-06 21:42:38-03:00,,3424.0,,
2020-12-06 21:45:47-03:00,,,80538.0,
2020-12-06 21:45:48-03:00,,,80538.0,
2020-12-06 21:46:14-03:00,,3424.0,,
2020-12-06 21:47:08-03:00,21232.0,,,
2020-12-06 21:47:10-03:00,21232.0,,,
2020-12-06 21:47:38-03:00,,3424.0,,
2020-12-06 21:50:47-03:00,,,80539.0,
2020-12-06 21:50:48-03:00,,,80539.0,
2020-12-06 21:51:14-03:00,,3424.0,,
2020-12-06 21:52:09-03:00,21232.0,,,
2020-12-06 21:52:10-03:00,21232.0,,,
2020-12-06 21:52:39-03:00,,3424.0,,
2020-12-06 21:55:48-03:00,,,80540.0,
2020-12-06 21:55:49-03:00,,,80540.0,
2020-12-06 21:56:14-03:00,,3424.0,,
2020-12-06 21:57:09-03:00,21232.0,,,
2020-12-06 21:57:10-03:00,21232.0,,,
2020-12-06 21:57:39-03:00,,3424.0,,
2020-12-06 22:00:48-03:00,,,80541.0,
2020-12-06 22:00:49-03:00,,,80541.0,
2020-12-06 22:01:15-03:00,,3424.0,,
2020-12-06 22:02:09-03:00,21232.0,,,
2020-12-06 22:02:11-03:00,21232.0,,,
2020-12-06 22:02:39-03:00,,3424.0,,
2020-12-06 22:05:48-03:00,,,80543.0,
2020-12-06 22:05:49-03:00,,,80543.0,
2020-12-06 22:06:15-03:00,,3424.0,,
2020-12-06 22:07:08-03:00,21232.0,,,
2020-12-06 22:07:13-03:00,21232.0,,,
2020-12-06 22:07:40-03:00,,3424.0,,
2020-12-06 22:10:02-03:00,,3424.0,,
2020-12-06 22:10:49-03:00,,,80544.0,
2020-12-06 22:12:08-03:00,21232.0,,,
2020-12-06 22:12:13-03:00,21232.0,,,
2020-12-06 22:12:40-03:00,,3424.0,,
2020-12-06 22:15:03-03:00,,3424.0,,
2020-12-06 22:15:49-03:00,,,80545.0,
2020-12-06 22:15:50-03:00,,,80545.0,
2020-12-06 22:17:09-03:00,21232.0,,,
2020-12-06 22:17:14-03:00,21232.0,,,
2020-12-06 22:17:40-03:00,,3424.0,,
2020-12-06 22:20:49-03:00,,,80546.0,
2020-12-06 22:20:50-03:00,,,80546.0,
2020-12-06 22:21:11-03:00,,3424.0,,
2020-12-06 22:22:09-03:00,21232.0,,,
2020-12-06 22:22:14-03:00,21232.0,,,
2020-12-06 22:22:40-03:00,,3424.0,,
2020-12-06 22:25:50-03:00,,,80547.0,
2020-12-06 22:26:23-03:00,,3424.0,,
2020-12-06 22:27:09-03:00,21232.0,,,
2020-12-06 22:27:16-03:00,21232.0,,,
2020-12-06 22:27:47-03:00,,3424.0,,
2020-12-06 22:30:50-03:00,,,80548.0,
2020-12-06 22:30:51-03:00,,,80548.0,
2020-12-06 22:31:24-03:00,,3424.0,,
2020-12-06 22:32:10-03:00,21232.0,,,
2020-12-06 22:32:16-03:00,21232.0,,,
2020-12-06 22:32:47-03:00,,3424.0,,
2020-12-06 22:35:50-03:00,,,80549.0,
2020-12-06 22:35:51-03:00,,,80549.0,
2020-12-06 22:36:24-03:00,,3425.0,,
2020-12-06 22:37:10-03:00,21232.0,,,
2020-12-06 22:37:16-03:00,21232.0,,,
2020-12-06 22:37:48-03:00,,3425.0,,
2020-12-06 22:40:51-03:00,,,80551.0,
2020-12-06 22:41:24-03:00,,3425.0,,
2020-12-06 22:42:10-03:00,21232.0,,,
2020-12-06 22:42:17-03:00,21232.0,,,
2020-12-06 22:42:48-03:00,,3425.0,,
2020-12-06 22:45:51-03:00,,,80552.0,
2020-12-06 22:45:52-03:00,,,80552.0,
2020-12-06 22:46:25-03:00,,3425.0,,
2020-12-06 22:47:12-03:00,21232.0,,,
2020-12-06 22:47:16-03:00,21232.0,,,
2020-12-06 22:47:48-03:00,,3425.0,,
2020-12-06 22:50:51-03:00,,,80553.0,
2020-12-06 22:50:52-03:00,,,80553.0,
2020-12-06 22:51:25-03:00,,3425.0,,
2020-12-06 22:52:12-03:00,21232.0,,,
2020-12-06 22:52:16-03:00,21232.0,,,
2020-12-06 22:52:49-03:00,,3425.0,,
2020-12-06 22:55:51-03:00,,,80554.0,
2020-12-06 22:55:52-03:00,,,80554.0,
2020-12-06 22:56:25-03:00,,3425.0,,
2020-12-06 22:57:13-03:00,21232.0,,,
2020-12-06 22:57:16-03:00,21232.0,,,
2020-12-06 22:57:49-03:00,,3425.0,,
2020-12-06 23:00:52-03:00,,,80555.0,
2020-12-06 23:01:25-03:00,,3425.0,,
2020-12-06 23:02:13-03:00,21232.0,,,
2020-12-06 23:02:17-03:00,21232.0,,,
2020-12-06 23:02:49-03:00,,3425.0,,
2020-12-06 23:05:52-03:00,,,80556.0,
2020-12-06 23:05:53-03:00,,,80556.0,
2020-12-06 23:06:26-03:00,,3425.0,,
2020-12-06 23:07:13-03:00,21232.0,,,
2020-12-06 23:07:17-03:00,21232.0,,,
2020-12-06 23:07:49-03:00,,3425.0,,
2020-12-06 23:10:52-03:00,,,80558.0,
2020-12-06 23:10:53-03:00,,,80558.0,
2020-12-06 23:11:26-03:00,,3425.0,,
2020-12-06 23:12:14-03:00,21232.0,,,
2020-12-06 23:12:17-03:00,21232.0,,,
2020-12-06 23:12:50-03:00,,3425.0,,
2020-12-06 23:15:53-03:00,,,80559.0,
2020-12-06 23:16:26-03:00,,3425.0,,
2020-12-06 23:17:14-03:00,21232.0,,,
2020-12-06 23:17:18-03:00,21232.0,,,
2020-12-06 23:17:50-03:00,,3425.0,,
2020-12-06 23:20:53-03:00,,,80560.0,
2020-12-06 23:20:54-03:00,,,80560.0,
2020-12-06 23:21:27-03:00,,3425.0,,
2020-12-06 23:22:14-03:00,21232.0,,,
2020-12-06 23:22:18-03:00,21232.0,,,
2020-12-06 23:22:51-03:00,,3425.0,,
2020-12-06 23:25:53-03:00,,,80561.0,
2020-12-06 23:25:54-03:00,,,80561.0,
2020-12-06 23:26:27-03:00,,3425.0,,
2020-12-06 23:27:15-03:00,21232.0,,,
2020-12-06 23:27:18-03:00,21232.0,,,
2020-12-06 23:27:51-03:00,,3425.0,,
2020-12-06 23:30:54-03:00,,,80562.0,
2020-12-06 23:31:27-03:00,,3425.0,,
2020-12-06 23:32:15-03:00,21232.0,,,
2020-12-06 23:32:19-03:00,21232.0,,,
2020-12-06 23:32:52-03:00,,3425.0,,
2020-12-06 23:35:54-03:00,,,80563.0,
2020-12-06 23:35:55-03:00,,,80563.0,
2020-12-06 23:36:27-03:00,,3425.0,,
2020-12-06 23:37:15-03:00,21232.0,,,
2020-12-06 23:37:19-03:00,21232.0,,,
2020-12-06 23:37:52-03:00,,3425.0,,
2020-12-06 23:40:54-03:00,,,80564.0,
2020-12-06 23:40:55-03:00,,,80564.0,
2020-12-06 23:41:28-03:00,,3425.0,,
2020-12-06 23:42:16-03:00,21232.0,,,
2020-12-06 23:42:19-03:00,21232.0,,,
2020-12-06 23:42:52-03:00,,3425.0,,
2020-12-06 23:45:54-03:00,,,80566.0,
2020-12-06 23:45:55-03:00,,,80566.0,
2020-12-06 23:46:28-03:00,,3425.0,,
2020-12-06 23:47:16-03:00,21232.0,,,
2020-12-06 23:47:20-03:00,21232.0,,,
2020-12-06 23:47:53-03:00,,3425.0,,
2020-12-06 23:50:55-03:00,,,80567.0,
2020-12-06 23:50:56-03:00,,,80567.0,
2020-12-06 23:51:28-03:00,,3425.0,,
2020-12-06 23:52:16-03:00,21232.0,,,
2020-12-06 23:52:20-03:00,21232.0,,,
2020-12-06 23:52:53-03:00,,3425.0,,
2020-12-06 23:55:55-03:00,,,80568.0,
2020-12-06 23:55:56-03:00,,,80568.0,
2020-12-06 23:56:29-03:00,,3425.0,,
2020-12-06 23:57:16-03:00,21232.0,,,
2020-12-06 23:57:20-03:00,21232.0,,,
2020-12-06 23:57:53-03:00,,3425.0,,
2020-12-07 00:00:55-03:00,,,80569.0,
2020-12-07 00:00:56-03:00,,,80569.0,
2020-12-07 00:01:29-03:00,,3425.0,,
2020-12-07 00:02:17-03:00,21232.0,,,
2020-12-07 00:02:20-03:00,21232.0,,,
2020-12-07 00:02:54-03:00,,3425.0,,
2020-12-07 00:05:56-03:00,,,80570.0,
2020-12-07 00:06:29-03:00,,3425.0,,
2020-12-07 00:07:17-03:00,21232.0,,,
2020-12-07 00:07:21-03:00,21232.0,,,
2020-12-07 00:07:54-03:00,,3425.0,,
2020-12-07 00:10:56-03:00,,,80571.0,
2020-12-07 00:10:57-03:00,,,80571.0,
2020-12-07 00:11:30-03:00,,3425.0,,
2020-12-07 00:12:17-03:00,21232.0,,,
2020-12-07 00:12:21-03:00,21232.0,,,
2020-12-07 00:12:54-03:00,,3425.0,,
2020-12-07 00:15:56-03:00,,,80572.0,
2020-12-07 00:15:57-03:00,,,80572.0,
2020-12-07 00:16:30-03:00,,3425.0,,
2020-12-07 00:17:19-03:00,21232.0,,,
2020-12-07 00:17:21-03:00,21232.0,,,
2020-12-07 00:17:54-03:00,,3425.0,,
2020-12-07 00:20:57-03:00,,,80574.0,
2020-12-07 00:21:30-03:00,,3425.0,,
2020-12-07 00:22:19-03:00,21232.0,,,
2020-12-07 00:22:22-03:00,21232.0,,,
2020-12-07 00:22:55-03:00,,3425.0,,
2020-12-07 00:25:57-03:00,,,80575.0,
2020-12-07 00:25:58-03:00,,,80575.0,
2020-12-07 00:26:31-03:00,,3425.0,,
2020-12-07 00:27:19-03:00,21232.0,,,
2020-12-07 00:27:22-03:00,21232.0,,,
2020-12-07 00:27:55-03:00,,3425.0,,
2020-12-07 00:30:57-03:00,,,80576.0,
2020-12-07 00:30:58-03:00,,,80576.0,
2020-12-07 00:31:31-03:00,,3425.0,,
2020-12-07 00:32:20-03:00,21232.0,,,
2020-12-07 00:32:24-03:00,21232.0,,,
2020-12-07 00:32:55-03:00,,3425.0,,
2020-12-07 00:35:58-03:00,,,80577.0,
2020-12-07 00:36:31-03:00,,3425.0,,
2020-12-07 00:37:20-03:00,21232.0,,,
2020-12-07 00:37:24-03:00,21232.0,,,
2020-12-07 00:37:56-03:00,,3425.0,,
2020-12-07 00:40:58-03:00,,,80578.0,
2020-12-07 00:40:59-03:00,,,80578.0,
2020-12-07 00:41:31-03:00,,3425.0,,
2020-12-07 00:42:20-03:00,21232.0,,,
2020-12-07 00:42:24-03:00,21232.0,,,
2020-12-07 00:42:56-03:00,,3425.0,,
2020-12-07 00:45:58-03:00,,,80579.0,
2020-12-07 00:45:59-03:00,,,80579.0,
2020-12-07 00:46:32-03:00,,3425.0,,
2020-12-07 00:47:20-03:00,21232.0,,,
2020-12-07 00:47:24-03:00,21232.0,,,
2020-12-07 00:47:56-03:00,,3425.0,,
2020-12-07 00:50:58-03:00,,,80580.0,
2020-12-07 00:50:59-03:00,,,80580.0,
2020-12-07 00:51:32-03:00,,3425.0,,
2020-12-07 00:52:21-03:00,21232.0,,,
2020-12-07 00:52:25-03:00,21232.0,,,
2020-12-07 00:52:57-03:00,,3425.0,,
2020-12-07 00:55:59-03:00,,,80582.0,
2020-12-07 00:56:00-03:00,,,80582.0,
2020-12-07 00:56:32-03:00,,3425.0,,
2020-12-07 00:57:21-03:00,21232.0,,,
2020-12-07 00:57:25-03:00,21232.0,,,
2020-12-07 00:57:57-03:00,,3425.0,,
2020-12-07 01:00:59-03:00,,,80583.0,
2020-12-07 01:01:00-03:00,,,80583.0,
2020-12-07 01:01:33-03:00,,3425.0,,
2020-12-07 01:02:21-03:00,21232.0,,,
2020-12-07 01:02:25-03:00,21232.0,,,
2020-12-07 01:02:57-03:00,,3425.0,,
2020-12-07 01:05:59-03:00,,,80584.0,
2020-12-07 01:06:00-03:00,,,80584.0,
2020-12-07 01:06:33-03:00,,3425.0,,
2020-12-07 01:07:22-03:00,21232.0,,,
2020-12-07 01:07:26-03:00,21232.0,,,
2020-12-07 01:07:57-03:00,,3425.0,,
2020-12-07 01:11:00-03:00,,,80585.0,
2020-12-07 01:11:33-03:00,,3425.0,,
2020-12-07 01:12:22-03:00,21232.0,,,
2020-12-07 01:12:26-03:00,21232.0,,,
2020-12-07 01:12:58-03:00,,3425.0,,
2020-12-07 01:16:00-03:00,,,80586.0,
2020-12-07 01:16:01-03:00,,,80586.0,
2020-12-07 01:16:34-03:00,,3425.0,,
2020-12-07 01:17:22-03:00,21232.0,,,
2020-12-07 01:17:26-03:00,21232.0,,,
2020-12-07 01:17:58-03:00,,3425.0,,
2020-12-07 01:21:00-03:00,,,80587.0,
2020-12-07 01:21:01-03:00,,,80587.0,
2020-12-07 01:21:34-03:00,,3425.0,,
2020-12-07 01:22:23-03:00,21232.0,,,
2020-12-07 01:22:27-03:00,21232.0,,,
2020-12-07 01:22:58-03:00,,3425.0,,
2020-12-07 01:26:01-03:00,,,80589.0,
2020-12-07 01:26:35-03:00,,3425.0,,
2020-12-07 01:27:23-03:00,21232.0,,,
2020-12-07 01:27:27-03:00,21232.0,,,
2020-12-07 01:27:59-03:00,,3425.0,,
2020-12-07 01:31:01-03:00,,,80590.0,
